given address,elys address,commitment,acount_type,bank
stars1066cux6dt7ddujwjw05kkzncf6w702a66gyf49,elys1066cux6dt7ddujwjw05kkzncf6w702a6w52nnk,280.7,,0
stars106cvnhg7794p33q9ce0m9s63ca25nadnsf6pxr,elys106cvnhg7794p33q9ce0m9s63ca25nadny45mqs,69.05,,0
stars106dqe5zw9th2ug5lyjldjqxmdnq4jr4h7lad60,elys106dqe5zw9th2ug5lyjldjqxmdnq4jr4h2rnhuu,20.53,,0
stars106gvnnet704z6redzwfd2ufq0mqzaj63rnw9rf,elys106gvnnet704z6redzwfd2ufq0mqzaj63h0ql96,289.85,,0
stars106k968y8xdehfdw6yn7mayr3f03p2tc5hcm5wh,elys106k968y8xdehfdw6yn7mayr3f03p2tc5ry4wgy,418.18,,0
stars106m2rk74x6d303ef55wu38duar5sn50wtydw4x,elys106m2rk74x6d303ef55wu38duar5sn50wlcr5n4,20.53,,0
stars106n6qcz5tgfn05ta27kd4xre5gp0lgxrhwdlck,elys106n6qcz5tgfn05ta27kd4xre5gp0lgxrrjr979,20.53,,0
stars106p6jrlph7v68hnvmgpvhqwq2c25l3nv7n6dvn,elys106p6jrlph7v68hnvmgpvhqwq2c25l3nv205h2q,418.18,,0
stars106q5s5ut3yvs0a6rn2rspuwkhnu3zfafs3q6xt,elys106q5s5ut3yvs0a6rn2rspuwkhnu3zfafydwqqc,20.53,,0
stars106q7f8g83rtq0757nn2clrvw34fm826ya70lk4,elys106q7f8g83rtq0757nn2clrvw34fm826yfzp9sx,20.53,,0
stars106q82p0xm9ayrctzef3jjrgr5q8wuy6rc04vn7,elys106q82p0xm9ayrctzef3jjrgr5q8wuy6rvnmk4d,44.17,,0
stars106qdg2fjsljk0szsperjapy28tl6m2qnh6rfyk,elys106qdg2fjsljk0szsperjapy28tl6m2qnrxdnz9,137.48,,0
stars106qgn6s03tg63t778jvhwrv95kh9ld938eaeuh,elys106qgn6s03tg63t778jvhwrv95kh9ld93n9nr6y,20.53,,0
stars106rw3hdf5r5khx4rp2j80je70jgck07vp4m9r3,elys106rw3hdf5r5khx4rp2j80je70jgck07v4f4l9z,48.52,,0
stars106tw4h2fze0lxwjxyk3rj3jdl086dqzk0wp2jk,elys106tw4h2fze0lxwjxyk3rj3jdl086dqzkmj0s59,418.18,,0
stars106vxud3duq5flrskezxrkyanu9jx98hk0etcep,elys106vxud3duq5flrskezxrkyanu9jx98hkm99zlj,280.7,,0
stars106xdhm79zl3s8nuapulwgqcf7ml0srte2za8t3,elys106xdhm79zl3s8nuapulwgqcf7ml0srte77nadz,39.85,,0
stars1070m8mr2yqcs29erk3uw6lpjjr6hwrtuyyumdu,elys1070m8mr2yqcs29erk3uw6lpjjr6hwrtuscjpt0,39.85,,0
stars10747m75kfc7fvpp09ckpsqnscy7rdltewtfwvd,elys10747m75kfc7fvpp09ckpsqnscy7rdlte6h8527,137.48,,0
stars1074zvpnepk9hx2yq7awx672mtglhye3ahfm92y,elys1074zvpnepk9hx2yq7awx672mtglhye3ar44lvh,137.48,,0
stars1076h47ngw8h2s434mw2pjqnfrj8lmp83dvc5f7,elys1076h47ngw8h2s434mw2pjqnfrj8lmp83eskw0d,20.53,,0
stars1077x2g9hdruhfyww69h36tetnkhatdh6uksrf9,elys1077x2g9hdruhfyww69h36tetnkhatdh6g27e0k,137.48,,0
stars10793jqr56vut7pfma5rf8puvualg06nh2uq07v,elys10793jqr56vut7pfma5rf8puvualg06nh7qw4cl,20.53,,0
stars10794s0ghgha3exf8dmaz6hlvm3jux52mvs9u32,elys10794s0ghgha3exf8dmaz6hlvm3jux52mcvtxhe,137.48,,0
stars1079c3dqaksadgm89r0wn02jdz3z9hqjguhcez3,elys1079c3dqaksadgm89r0wn02jdz3z9hqjggtkryz,20.53,,0
stars107d8qrpdgcwxp475mrl77gsj2t0qgvnjmj23pg,elys107d8qrpdgcwxp475mrl77gsj2t0qgvnj0wyt8m,20.53,,0
stars107duet5hlzg48v8vxv6uq9k56rgua28f20ru2n,elys107duet5hlzg48v8vxv6uq9k56rgua28f7ndxvq,119.21,,0
stars107egna6mnj0z2um4r9zj57mr206aayzh7kh9cn,elys107egna6mnj0z2um4r9zj57mr206aayzh22el7q,20.53,,0
stars107j8p6e49jmykzmrl5mfur328kxxxfvmlrv8g9,elys107j8p6e49jmykzmrl5mfur328kxxxfvmtlzawk,20.53,,0
stars107jj2t5hp6xfnv79qsnnh94jns4vkd2yp7yft8,elys107jj2t5hp6xfnv79qsnnh94jns4vkd2y4z2nd5,20.53,,0
stars107muqfv7afmdk495fzdk56c4v46sf5hu584yp5,elys107muqfv7afmdk495fzdk56c4v46sf5huqmm788,20.53,,0
stars107p9kwmaftwrqm9zz6w7wtyv7657y65fgcl8ut,elys107p9kwmaftwrqm9zz6w7wtyv7657y65fuy3a6c,20.53,,0
stars107tfxesuspcyqzf3m2wwut6z8gt62nn2n6vhwx,elys107tfxesuspcyqzf3m2wwut6z8gt62nn28xzdg4,39.85,,0
stars107u93j8nx26hf7tgmt32f4tz892x72avjquu0m,elys107u93j8nx26hf7tgmt32f4tz892x72avxujxfg,20.53,,0
stars107umxemsupzedafex36mg6et48rcc0n09dspjp,elys107umxemsupzedafex36mg6et48rcc0n0337m5j,137.48,,0
stars107une6gy28pus7j45l5t0svxkc0t9qszhvvdxl,elys107une6gy28pus7j45l5t0svxkc0t9qszrszhqv,161.5,,0
stars107wc234aqjdgtg2jj5fvrlctzwn4kvhptf9elg,elys107wc234aqjdgtg2jj5fvrlctzwn4kvhpl4trem,20.53,,0
