given address,elys address,commitment,acount_type,bank
cosmos18gxex74hvthzhnzxcux67hq8fx332xydfshl3a,elys18gxex74hvthzhnzxcux67hq8fx332xydfswcul,17.61,,0
cosmos1eweygzphx276cgweh30v4g3t3ua3fj93fxrntj,elys1eweygzphx276cgweh30v4g3t3ua3fj93fx65xs,17.61,,0
cosmos1cd7ljp32fpz535eqw3zukkteae6vudg90y5jar,elys1cd7ljp32fpz535eqw3zukkteae6vudg90yd4sp,17.61,,0
cosmos125mdg9eq90kxmfycarg0qct088q2kl4u8n87j7,elys125mdg9eq90kxmfycarg0qct088q2kl4u8n7elu,17.61,,0
cosmos18ul0fm9t2na48jx43cke94jxdf55gufgsk8ecx,elys18ul0fm9t2na48jx43cke94jxdf55gufgsk774y,17.61,,0
cosmos1wpkjjw74qyak7vnp9wmsut7mx95d5l3rjpwyle,elys1wpkjjw74qyak7vnp9wmsut7mx95d5l3rjphrjm,17.61,,0
cosmos1y98lxtf633kad38cv509z9zg2vwav4mfsflaes,elys1y98lxtf633kad38cv509z9zg2vwav4mfsfx65j,17.61,,0
cosmos1586anc8r34jxzj9zwmj66w27gxcwgp20t7pve0,elys1586anc8r34jxzj9zwmj66w27gxcwgp20t7ct5d,17.61,,0
cosmos1ussh8sw35f579yac0mg4waxlh9g9nn2f0kgc3q,elys1ussh8sw35f579yac0mg4waxlh9g9nn2f0k3luz,17.61,,0
cosmos184cj3fn9zfqn2fvuasrp53rk9haz83eaucfjl8,elys184cj3fn9zfqn2fvuasrp53rk9haz83eaucs4j9,17.61,,0
cosmos1wnqz3u7shu97vcfy5fslklanmfrhvkfy4kj5wd,elys1wnqz3u7shu97vcfy5fslklanmfrhvkfy4ktnr0,17.61,,0
cosmos1glfgpjdl2y8a0z2w5ma4uek4sqajc2zw4uwv5g,elys1glfgpjdl2y8a0z2w5ma4uek4sqajc2zw4uhte2,17.61,,0
cosmos1dpvsfdge4ayfwssaassvxp98r4wxupses4a3n8,elys1dpvsfdge4ayfwssaassvxp98r4wxupses4yk79,17.61,,0
cosmos1wuv2vxwwat5lhc9zknhpr48e8k0nr49xjphfzn,elys1wuv2vxwwat5lhc9zknhpr48e8k0nr49xjpww03,17.61,,0
cosmos1myzsplhpt0nzw84x6v2azh0wjr7ceakdv6qs4k,elys1myzsplhpt0nzw84x6v2azh0wjr7ceakdv6ehc5,17.61,,0
cosmos1v7cxm4g6hetjrfpklewayfnpehlss25lr8g9hl,elys1v7cxm4g6hetjrfpklewayfnpehlss25lr83z6a,17.61,,0
cosmos1wdmznfe3mcx0vtw68w909gp6wy6m03ykmuu5rp,elys1wdmznfe3mcx0vtw68w909gp6wy6m03ykmu9nwr,17.61,,0
cosmos1a0rt8uv4yqfsqxeg04fstm0zuuwnfs6mumpl3a,elys1a0rt8uv4yqfsqxeg04fstm0zuuwnfs6mumccul,17.61,,0
